,concept_code,concept_id
1068,N0000190431,44815287
1069,N0000186382,43527476
1070,N0000188080,43561799
1071,65M1.00,45458702
1072,65M1000,1397629
1073,50090186009,44466665
1074,OMOP198670,44676442
1075,- MMR,2000104722
1076,547240,19115028
1077,OMOP180477,44632733
1078,95547992,37885910
1079,OMOP719186,43810039
1080,OMOP1074669,44080038
1081,OMOP2247376,41049414
1082,OMOP2372591,41174629
1083,OMOP2776278,35774817
1084,OMOP2091581,40893619
1085,OMOP719244,43774097
1086,OMOP173278,44666088
1087,OMOP719193,43791878
1088,OMOP1127325,44132694
1089,OMOP1148251,35414666
1090,400449000,4292834
1091,N0000187544,43561263
1092,e32610e1-28a1-46fd-89e8-871b8379e71b,36513326
1093,N0000188014,43561733
1094,1099341000000108,36685564
1095,N0000186848,43527812
1096,N0000187616,43561335
1097,75530011000036101,2969979
1098,63797,905773
1099,N0000022439,4275469
1100,SUBMITIMMREG,2000139254
1101,N0000188730,44507146
1102,N0000190319,44815192
1103,N0000187315,43561034
1104,N0000189782,44814970
1105,706391000168103,2969965
1106,N0000190143,44815255
1107,N0000188856,44507272
1108,61153008,21179067
1109,88876-8,36306166
1110,b69bee21-1603-aa0f-e053-2a95a90a05a4,1211903
1111,87812020,37824474
1112,1091001000000108,35610251
1113,247040310,44856791
1114,805496,19131903
1115,MMR #2,2000106051
1116,MMRV (PROQUAD),2000106063
1117,"MMR  (Measles-Mumps-Rubella), live",2000106046
1118,MMR,2000087311
1119,.mmrv,2000072750
1120,99929998,37896971
1121,OMOP1028936,44034305
1122,105841000119101,3454661
1123,293721000119101,37117106
1124,OMOP3124926,36274051
1125,OMOP719234,43810041
1126,569670,19118783
1127,OMOP2497032,41299070
1128,OMOP499021,43206524
1129,OMOP1145674,35412089
1130,OMOP719241,43702268
1131,OMOP719178,43612085
1132,OMOP157216,44639506
1133,OMOP1127253,44132622
1134,53628004,3053442
1135,347649008,3177219
1136,61153008,3173903
1137,N0000187852,43561571
1138,4ea5f850-f422-44a1-b246-1e25bfc1a4eb,45621373
1139,N0000187672,43561391
1140,39480,45720500
1141,N0000146323,4288328
1142,N0000187347,43561066
1143,N0000187531,43561250
1144,N0000185196,42874481
1145,N0000187614,43561333
1146,N0000189867,44815008
1147,N0000189853,44815659
1148,26c540c5-e77f-4b74-bb91-b7c18c2bfeef,1834666
1149,79411,45906504
1150,65MA.00,45492221
1151,170433008,3320378
1152,349689,19096860
1153,50181004201,46354627
1154,54868098000,44849496
1155,OMOP955939,43747502
1156,2122278,1511041
1157,OMOP707910,43841042
1158,4017977,1599401
1159,OMOP1144080,35410495
1160,MMR REACTION,2000063044
1161,OMOP1145513,35411928
1162,OMOP182224,44565647
1163,OMOP558361,43296608
1164,OMOP719235,43612092
1165,OMOP3125158,36274283
1166,2603514,780284
1167,OMOP740570,43770505
1168,OMOP506911,43208806
1169,804183,19131656
1170,959071000168109,2969962
1171,cc108426-2c58-4ca0-948d-be5cd758bd70,44402100
1172,N0000185256,42874541
1173,N0000188788,44507204
1174,MMR VAR#1,2000137473
1175,N0000188885,44507301
1176,N0000189562,44814965
1177,N0000186381,43527475
1178,N0000188151,43561870
1179,N0000187430,43561149
1180,24f2c135-b61b-40c2-9ac2-edfdb9e5e443,36372139
1181,N0000184414,42704771
1182,63856,45713119
1183,65M2.00,45432113
1184,71970020,37812427
1185,432636005,4162329
1186,170431005,3416388
1187,147674008,3099394
1188,54569306600,45241304
1189,OMOP955961,43729546
1190,OMOP160849,44673751
1191,93765998,37878370
1192,293721000119101,3441926
1193,OMOP2741694,42715025
1194,OMOP490339,43205644
1195,OMOP2278775,41080813
1196,OMOP1148150,35414565
1197,347649008,4226894
1198,386012008,4301693
1199,73688000,40627497
1200,46042008,4262241
1201,OMOP139884,44621242
1202,N0000189906,44815707
1203,N0000189893,44815634
1204,N0000189658,44814928
1205,N0000190416,44815188
1206,N0000189783,44815669
1207,1158641,36224664
1208,N0000185286,42874571
1209,N0000188067,43561786
1210,N0000189006,44785944
1211,N0000187783,43561502
1212,N0000187838,43561557
1213,N0000189101,44786039
1214,MMR VAR#2BY,2000137482
1215,bd3acb72-ea71-4ed0-8c07-6b50250ea62c,46243383
1216,170364006,4016765
1217,6499900,45127500
1218,MMR/VARICELLA,2000087314
1219,MMR-Varicella,2000106060
1220,OMOP490341,43194685
1221,2122277,1511040
1222,OMOP955942,43693675
1223,158056009,40318298
1224,OMOP2278774,41080812
1225,OMOP2372592,41174630
1226,OMOP719170,43612084
1227,OMOP717901,43828038
1228,OMOP1148159,35414574
1229,N0000187516,43561235
1230,MMR BOOST RT,2000137469
1231,MMR #2EXP,2000137457
1232,N0000190430,44815306
1233,N0000188123,43561842
1234,N0000187727,43561446
1235,N0000187262,43560981
1236,N0000187574,43561293
1237,MMR VAR#1EXP,2000137475
1238,4639811000001109,21255296
1239,N0000183140,40242990
1240,MMR VAR#1MFR,2000137477
1241,N0000151134,42858625
1242,MMR BOOST BY,2000137465
1243,N0000188832,44507248
1244,N0000187429,43561148
1245,7178,35963354
1246,N0000186408,43527502
1247,47435007,4165354
1248,OMOP892793,43573772
1249,2215675,44651904
1250,OMOP5215964,1235259
1251,94524998,37878988
1252,OMOP507069,43176037
1253,OMOP506914,43186913
1254,OMOP475664,43182057
1255,804184,19131657
1256,OMOP719174,43594117
1257,OMOP1115054,44120423
1258,OMOP1148196,35414611
1259,OMOP507153,43208835
1260,865906006,3655484
1261,N0000187573,43561292
1262,11473911000001105,21206710
1263,N0000190415,44815126
1264,689611000168104,2969968
1265,N0000187362,43561081
1266,N0000187572,43561291
1267,N0000187475,43561194
1268,N0000188835,44507251
1269,N0000188013,43561732
1270,2603506,779896
1271,N0000184558,42865183
1272,N0000189837,44815064
1273,N0000187698,43561417
1274,N0000188886,44507302
1275,162586,45951861
1276,65M2.11,45472280
1277,71973020,37812430
1278,864611000000103,44809723
1279,OMOP113806,44529630
1280,58160082415,1997284
1281,6461400,44838018
1282,MMR (M-M-R II VACCINE),2000106054
1283,1915282,44669268
1284,192717007,4102199
1285,OMOP719171,43702265
1286,OMOP558366,43280364
1287,805495,19131902
1288,OMOP205707,44668488
1289,OMOP4703826,40753444
1290,OMOP378330,21148597
1291,OMOP475666,43182058
1292,OMOP707926,43804826
1293,OMOP130167,44586962
1294,OMOP955956,43693676
1295,OMOP2090675,40892713
1296,OMOP719164,43864419
1297,OMOP732855,43734150
1298,OMOP1127408,44132777
1299,N0000187630,43561349
1300,MMR VAR#3,2000137489
1301,N0000189144,44786082
1302,N0000187840,43561559
1303,N0000185224,42874509
1304,39479,45717770
1305,927418011000036105,2969978
1306,N0000188787,44507203
1307,N0000190332,44815303
1308,N0000188786,44507202
1309,5,40213170
1310,a67e41dc-692e-4f4f-b931-36e4ea467d9c,44397683
1311,10260020,37709722
1312,571591000119106,35607928
1313,147683003,3099403
1314,147606009,3099329
1315,DPD135184,44137866
1316,49999042210,45358977
1317,OMOP955955,43675951
1318,OMOP153626,44588625
1319,311462,40065970
1320,1658002,46275136
1321,1.0994E+15,36685570
1322,OMOP719177,43846150
1323,OMOP4988598,36062569
1324,OMOP4703829,40753441
1325,OMOP719183,43648260
1326,OMOP1024390,44029759
1327,1292443,42799832
1328,OMOP507067,43165018
1329,OMOP719194,43702266
1330,OMOP719192,43738120
1331,N0000189547,44814930
1332,N0000188094,43561813
1333,N0000187518,43561237
1334,N0000187602,43561321
1335,N0000187517,43561236
1336,N0000189577,44815635
1337,39718311000001108,36123370
1338,N0000186818,43527782
1339,N0000188107,43561826
1340,N0000189074,44786012
1341,N0000185300,42874585
1342,831351000168109,43342633
1343,N0000190277,44815206
1344,N0000188774,44507190
1345,b69bee7c-09f7-c8f7-e053-2a95a90a0c70,1203638
1346,86918020,37824345
1347,147674008,40314545
1348,147684009,40314556
1349,measles/mumps/rubella virus vaccine,2000106994
1350,21049978,42523571
1351,OMOP490344,43205645
1352,OMOP707985,43732946
1353,OMOP719236,43684264
1354,OMOP719200,43774096
1355,547241,19061642
1356,OMOP4703830,40753440
1357,2122275,1511039
1358,OMOP955951,43783606
1359,OMOP1025567,44030936
1360,OMOP1065972,44071341
1361,OMOP1144632,35411047
1362,OMOP209352,44634798
1363,OMOP719166,43810037
